_status,_productId,_name,_quantity,_mrp,_whId,_snapshot,_location,_area,_rackId,_binId,_barcode,_newLocation,_newArea,_newRack,_newBin,_towhId,_autoApprove,serialNo
Pending,PR17595,KPB - Detergent Bar & Detergent Powder (1010),1,2320,WMF3,WH35369,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,12129765R,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000701
Pending,PR17756,KPB - Dishwash Bar & Detergent Bar (1011),1,5016,WMF3,WH35691,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32356553,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000870
Pending,PR17756,KPB - Dishwash Bar & Detergent Bar (1011),1,5016,WMF3,WH35692,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32356553,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000871
Pending,PR17756,KPB - Dishwash Bar & Detergent Bar (1011),1,5016,WMF3,WH35693,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32356553,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000872
Pending,PR17756,KPB - Dishwash Bar & Detergent Bar (1011),1,5016,WMF3,WH35694,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32356553,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000873
Pending,PR17756,KPB - Dishwash Bar & Detergent Bar (1011),1,5016,WMF3,WH35695,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32356553,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000874
Pending,PR17794,KPB - Dishwash Bar & Detergent Bar (1012),1,3912,WMF3,WH35632,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23235789WQW,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000906
Pending,PR17794,KPB - Dishwash Bar & Detergent Bar (1012),1,3912,WMF3,WH35633,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23235789WQW,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000907
Pending,PR17794,KPB - Dishwash Bar & Detergent Bar (1012),1,3912,WMF3,WH35634,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23235789WQW,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000908
Pending,PR17794,KPB - Dishwash Bar & Detergent Bar (1012),1,3912,WMF3,WH35635,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23235789WQW,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000909
Pending,PR17794,KPB - Dishwash Bar & Detergent Bar (1012),1,3912,WMF3,WH35636,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23235789WQW,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000910
Pending,PR17835,KPB - Fairness Cream (1006),1,4112,WMF3,WH35350,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43385102D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000686
Pending,PR17835,KPB - Fairness Cream (1006),1,4112,WMF3,WH35351,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43385102D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000687
Pending,PR17835,KPB - Fairness Cream (1006),1,4112,WMF3,WH35352,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43385102D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000688
Pending,PR17835,KPB - Fairness Cream (1006),1,4112,WMF3,WH35353,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43385102D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000689
Pending,PR17835,KPB - Fairness Cream (1006),1,4112,WMF3,WH35354,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43385102D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000690
Pending,PR17835,KPB - Fairness Cream (1006),1,4112,WMF3,WH35355,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43385102D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000691
Pending,PR17565,KPB - Fairness Cream (1009),1,3352,WMF3,WH35277,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,7.82181E+11,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000732
Pending,PR17565,KPB - Fairness Cream (1009),1,3352,WMF3,WH35278,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,7.82181E+11,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000733
Pending,PR17565,KPB - Fairness Cream (1009),1,3352,WMF3,WH35279,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,7.82181E+11,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000734
Pending,PR17565,KPB - Fairness Cream (1009),1,3352,WMF3,WH35280,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,7.82181E+11,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000735
Pending,PR17565,KPB - Fairness Cream (1009),1,3352,WMF3,WH35281,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,7.82181E+11,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000736
Pending,PR17565,KPB - Fairness Cream (1009),1,3352,WMF3,WH35282,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,7.82181E+11,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000737
Pending,PR17565,KPB - Fairness Cream (1009),1,3352,WMF3,WH35283,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,7.82181E+11,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000738
Pending,PR17796,KPB - Fairness Cream (1012),1,2760,WMF3,WH35193,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,23238145WR,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000784
Pending,PR17796,KPB - Fairness Cream (1012),1,2760,WMF3,WH35194,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,23238145WR,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000785
Pending,PR17796,KPB - Fairness Cream (1012),1,2760,WMF3,WH35195,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,23238145WR,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000786
Pending,PR17796,KPB - Fairness Cream (1012),1,2760,WMF3,WH35798,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238145WR,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000864
Pending,PR17796,KPB - Fairness Cream (1012),1,2760,WMF3,WH35799,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238145WR,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000865
Pending,PR17796,KPB - Fairness Cream (1012),1,2760,WMF3,WH35800,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238145WR,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000866
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35294,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000712
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35295,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000713
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35296,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000714
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35297,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000715
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35298,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000716
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35299,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000717
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35300,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000718
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35301,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000719
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35302,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000720
Pending,PR17817,KPB - Fairness Cream & Face Wash (1002),1,3792,WMF3,WH35303,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43369826B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000721
Pending,PR17782,KPB - Hair Oil (1012),1,4758,WMF3,WH35788,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810842,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000838
Pending,PR17782,KPB - Hair Oil (1012),1,4758,WMF3,WH35789,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810842,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000839
Pending,PR17782,KPB - Hair Oil (1012),1,4758,WMF3,WH35790,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810842,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000840
Pending,PR17782,KPB - Hair Oil (1012),1,4758,WMF3,WH35791,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810842,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000841
Pending,PR17782,KPB - Hair Oil (1012),1,4758,WMF3,WH35792,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810842,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000842
Pending,PR17792,KPB - Hair Oil & Fairness Cream (1014),1,5806,WMF3,WH35785,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810884,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000835
Pending,PR17792,KPB - Hair Oil & Fairness Cream (1014),1,5806,WMF3,WH35786,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810884,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000836
Pending,PR17792,KPB - Hair Oil & Fairness Cream (1014),1,5806,WMF3,WH35787,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810884,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000837
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34310,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000532
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34311,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000533
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34312,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000534
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34313,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000535
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34314,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000536
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34315,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000537
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34316,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000538
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34317,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000539
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34318,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000540
Pending,PR17830,KPB - Hair Oil & Hair Color (1004),1,2146,WMF3,WH34319,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43380814D,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000541
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35316,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000790
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35317,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000791
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35318,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000792
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35319,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000793
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35320,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000794
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35321,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000795
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35322,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000796
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35323,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000797
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35324,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000798
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35325,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000799
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35755,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000805
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35756,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000806
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35757,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000807
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35758,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000808
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35759,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000809
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35760,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000810
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35761,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000811
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35762,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000812
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35763,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000813
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35764,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000814
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35835,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000911
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35836,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000912
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35837,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000913
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35838,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000914
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35839,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000915
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35765,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000815
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35766,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000816
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35767,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000817
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35768,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000818
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35769,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000819
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35770,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000820
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35771,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000821
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34290,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000552
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34291,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000553
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34292,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000554
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34293,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000555
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34294,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000556
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34295,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000557
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34296,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000558
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34297,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000559
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34298,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000560
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34299,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000561
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34350,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,WMF3,true,KPB2000482
