productId,whId,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
PR15060,WMF1,208,0,31/12/2019,471423,11,,171.120352,,,,,,"Pampers Baby Dry Pants - Large, 2pcs, (Pack of 8)"
PR10341,WMF1,30,0,31/12/2019,8901012116630,24,,25.00666667,,,,,,"Johnsons Baby Moisturising Soap, 50g"
PR10399,WMF1,10,0,31/12/2019,8901030674273,249,,7.800078,,,,,,"Pepsodent (Rs.10) Germicheck Plus Healthy Fresh Toothpaste, 25g"
PR10399,WMF1,10,0,31/12/2019,8901030674273,60,,7.800078,,,,,,"Pepsodent (Rs.10) Germicheck Plus Healthy Fresh Toothpaste, 25g"
PR10399,WMF1,10,0,31/12/2019,8901030674273,7,,7.800078,,,,,,"Pepsodent (Rs.10) Germicheck Plus Healthy Fresh Toothpaste, 25g"
PR15203,WMF1,120,0,31/12/2019,8901725135423N,48,,98.39988,,,,,,"Sunfeast (Rs.10) Moms Magic Biscuit - Rich Butter, 75g (Pack of 12)"
PR15203,WMF1,120,0,31/12/2019,8901725135423N,12,,98.39988,,,,,,"Sunfeast (Rs.10) Moms Magic Biscuit - Rich Butter, 75g (Pack of 12)"
PR12835,WMF1,60,0,31/12/2019,8901324060027,4,,40.999,,,,,,Apsara (Rs.3) Non-Dust Regular Eraser (Pack of 20)
PR11447,WMF1,45,0,31/12/2019,8901012116647,13,,36.05973333,,,,,,"Johnsons Baby Moisturising Soap, 75g"
PR15545,WMF1,150,0,31/12/2019,467752,15,,126.873,,,,,,"Britannia (Rs.5) Milk Bikis Biscuit, 44g (Pack of 30)"
PR15545,WMF1,150,0,31/12/2019,467752,1,,126.873,,,,,,"Britannia (Rs.5) Milk Bikis Biscuit, 44g (Pack of 30)"
PR10968,WMF1,26,0,31/12/2019,7370,24,,23.9642,,,,,,"Dettol Skincare Soap, 75g"
PR15052,WMF1,160,0,31/12/2019,471421,83,,131.63104,,,,,,"Pampers Baby Dry Pants - Small, 2pcs, (Pack of 8)"
PR13542,WMF1,40,0,31/12/2019,8901030690525N,100,,36.459968,,,,,,"Vim Dishwash Gel - Lemon Yellow Bottle, 225ml"
PR10104,WMF1,120,0,31/12/2019,8901030690730,493,,85.416835,,,,,,"Ponds (Rs.10) White Beauty Cream, 7.7g (Pack of 12)"
PR10104,WMF1,120,0,31/12/2019,8901030690730,593,,85.416835,,,,,,"Ponds (Rs.10) White Beauty Cream, 7.7g (Pack of 12)"
PR10965,WMF1,48,0,31/12/2019,8901314114518,92,,43.68,,,,,,"Colgate Maxfresh Spicy Fresh Red Gel Toothpaste, 70g"
PR10965,WMF1,48,0,31/12/2019,8901314114518,12,,43.68,,,,,,"Colgate Maxfresh Spicy Fresh Red Gel Toothpaste, 70g"
PR11623,WMF1,88,0,31/12/2019,8901207019005,33,,75.56472,,,,,,"Dabur Amla Hair Oil, 180ml"
PR15458,WMF1,216,0,31/12/2019,8901314306579,35,,162,,,,,,"Colgate Super Flexi Toothbrush - Medium, (Buy 12 Get 1 Free)"
PR12998,WMF1,400,0,31/12/2019,8901233028538,1,,341.8206,,,,,,"5 Star (Rs.10) Chocolate, 21.5g (Pack of 40)"
PR13557,WMF1,120,0,31/12/2019,471319,185,,102.0583613,,,,,,"Parle (Rs.5) Happy Happy Cookies - Choco Chip, 40g (Pack of 24)"
PR11825,WMF1,50,0,31/12/2019,8901324013849,10,,34.66666667,,,,,,Apsara (Rs.5) Platinum Extra Dark Pencil (Pack of 10)
PR10798,WMF1,200,0,31/12/2019,8901393015812,23,,166.4703333,,,,,,"Alpenliebe (Re.1) Candy Jar - Strawberry, 3.4g (Pack of 200)"
PR11007,WMF1,100,0,31/12/2019,8901030253812,67,,77.748,,,,,,"Red Label (Rs.2) Tea, 5g (Pack of 50)"
PR13532,WMF1,112,0,31/12/2019,8901030650659,25,,95.8706,,,,,,"Ponds (Rs.8) Talcum Powder - Magic, 15g (Pack of 14)"
PR13532,WMF1,98,0,31/12/2019,8901030650659,10,,95.8706,,,,,,"Ponds (Rs.8) Talcum Powder - Magic, 15g (Pack of 14)"
PR11476,WMF1,20,0,31/12/2019,8902979000444,36,,1,,,,,,"Karthika (Re.1) Shikakai Powder, 5g (Pack of 20)"
PR11476,WMF1,20,0,31/12/2019,8902979000444,20,,1,,,,,,"Karthika (Re.1) Shikakai Powder, 5g (Pack of 20)"
PR11046,WMF1,63,0,31/12/2019,8901157001150,1,,57.267,,,,,,"Good Knight Silver Liquid Refill, 45Nights"
PR15385,WMF1,35,0,31/12/2019,8901396152002,11,,32.42456667,,,,,,"Harpic Power Plus Tiolet Cleaner - Original, 200ml"
