productId,whId,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
PR11423,WMF1,27,0,31/12/2019,8901030590009,2620,,22.75263733,,,,,,"Surf Excel Detergent Bar, 250g"
PR11008,WMF1,25,0,31/12/2019,8906057530359,1827,,21.18782045,,,,,,"Medimix Ayurvedic Soap, 75g"
PR11008,WMF1,26,0,31/12/2019,8906057530359,1758,,21.18782045,,,,,,"Medimix Ayurvedic Soap, 75g"
PR10398,WMF1,40,0,31/12/2019,8901399005282,929,,36.04309333,,,,,,"Santoor Sandal & Turmeric Soap Mega Offer, 48g (Set of 4)"
PR10398,WMF1,40,0,31/12/2019,8901399005282,1093,,36.04309333,,,,,,"Santoor Sandal & Turmeric Soap Mega Offer, 48g (Set of 4)"
PR11451,WMF1,6,0,31/12/2019,8901314308221,54,,5.2149456,,,,,,"Colgate (Rs.6) Dental Cream Strong Teeth Toothpaste, 14g"
PR10100,WMF1,96,0,31/12/2019,466087,148,,82.08752,,,,,,"Fair & Lovely (Rs.8) Multi Vitamin Cream, 9g (Pack of 12)"
PR10100,WMF1,96,0,31/12/2019,466087,526,,82.08752,,,,,,"Fair & Lovely (Rs.8) Multi Vitamin Cream, 9g (Pack of 12)"
PR11454,WMF1,10,0,31/12/2019,8901314306425,1326,,8.483333333,,,,,,"Colgate (Rs.10) Maxfresh Red Gel Toothpaste, 22g"
PR10423,WMF1,28,0,31/12/2019,8901399000591,1205,,24.93781975,,,,,,"Santoor Soap - Sandal & Turmeric, 100g"
PR10137,WMF1,10,0,31/12/2019,8901314305978,523,,8.479996,,,,,,"Colgate (Rs.10) Dental Cream Strong Teeth Toothpaste, 21g"
PR10137,WMF1,10,0,31/12/2019,8901314305978,1703,,8.479996,,,,,,"Colgate (Rs.10) Dental Cream Strong Teeth Toothpaste, 21g"
