created_on,stock_id,productId,WMF1,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
8/10/2018 21:17,529083,PR10914,WMF1,360,0,3/30/2019,8901058857214,77,,0,,,,,,Kitkat (Rs. 10) Chocolate Bar (12.8g) (1 BUNDLE x 36pcs)
8/10/2018 21:17,512198,PR11445,WMF1,360,0,11/30/2018,8901248126151,2,,0,,,,,,Boroplus (Rs. 10) Moisturising Lotion - Total Results (20ml) (1 JAR x 36pcs)
8/10/2018 21:17,529308,PR12762,WMF1,425,0,6/30/2021,4971850137931,2,,0,,,,,,Casio Scientific Calculator (FX-82MS)
8/10/2018 21:17,529511,PR15828,WMF1,420,0,3/30/2019,8901233024929,8,,0,,,,,,Dairy Milk Lickables Chocolate (20g) (1 BUNDLE x 12pcs)
8/10/2018 21:17,524569,PR13495,WMF1,470,0,12/30/2020,4562195132837,2,,0,,,,,,Citizen 12 Digit Calculator (CT-555N)
8/10/2018 21:17,527602,PR14930,WMF1,850,0,5/30/2021,917537313300B,2,,0,,,,,,Comal Silver Synthetic Notebook Covers - Brown (360mm x 10m) (1 PACKET x 10pcs)
8/10/2018 21:17,520527,PR13752,WMF1,849,0,0000-00-00,8886450705526,166,,0,,,,,,Strontium Class 10 Nitro MicroSD Memory Card (16GB) 
8/10/2018 21:17,516840,PR10897,WMF1,630,0,10/30/2018,8901138836979,1,,0,,,,,,Himalaya Herbals Baby Lotion Jar (40ml) (Buy 14 Get 1 Free)
8/10/2018 21:17,524957,PR10897,WMF1,630,0,0000-00-00,8901138836979,6,,0,,,,,,Himalaya Herbals Baby Lotion Jar (40ml) (Buy 14 Get 1 Free)
8/10/2018 21:17,520525,PR13748,WMF1,800,0,0000-00-00,619659165888,22,,0,,,,,,SanDisk Class 10 Ultra MicroSD Memory Card (16GB) 
8/10/2018 21:17,529292,PR12760,WMF1,600,0,6/30/2021,8901425031469,2,,0,,,,,,Camlin Exam Mathematical Drawing Instrument (1 PACKET x 5pcs)
8/10/2018 21:17,521339,PR13749,WMF1,990,0,0000-00-00,619659141028,16,,0,,,,,,SanDisk Cruzer Blade 32GB USB 2.0 Pen Drive
8/10/2018 21:17,529084,PR15603,WMF1,480,0,3/30/2019,8901058857252,49,,0,,,,,,Kitkat (Rs. 20) 3 Finger Chocolate (28.3g) (1 BUNDLE x 24pcs)
8/10/2018 21:17,529296,PR15268,WMF1,750,0,12/30/2020,8901425038673,2,,0,,,,,,Camlin Glue Stick (8g) (1 JAR x 30pcs)
8/10/2018 21:17,529476,PR15365,WMF1,600,0,4/30/2020,4987176014955,12,,0,,,,,,Vicks Inhaler With Keychain (0.5ml) (1 BOX X 12pcs)
8/10/2018 21:17,529598,PR15651,WMF1,750,0,10/30/2018,474779,7,,0,,,,,,Bingo (Rs. 5) Yumitos Potato Chips - Salted (12g) Case (150pcs)
8/10/2018 21:17,529242,PR15554,WMF1,750,0,11/30/2018,8901725192211,1,,0,,,,,,Bingo (Rs. 5) Yumitos Potato Chips - Masala (12g) Case (150pcs)
8/10/2018 21:17,529599,PR15652,WMF1,750,0,10/30/2018,474780,1,,0,,,,,,Bingo (Rs. 5) Tangles Potato Chips - Masala Tangles (12g) CASE (150pcs)
8/10/2018 21:17,529241,PR15557,WMF1,750,0,11/30/2018,8901725193119N,2,,0,,,,,,Bingo (Rs. 5) Yumitos Potato Chips - Tomato & Chilli (12g) Case (150pcs)
8/10/2018 21:17,529244,PR15204,WMF1,750,0,1/30/2019,472736,1,,0,,,,,,Bingo (Rs. 5) Yumitos Potato Chips - Cream and Onion Flavour (12g) Case (150pcs)
