created_on,stock_id,productId,WMF1,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
8/10/2018 21:17,523652,PR11480,WMF1,20,0,12/30/2020,8901324460179,5,,0,,,,,,Nataraj (Re. 1) 621 Plasto Eraser (1 BOX x 20pcs)
8/10/2018 21:17,525472,PR14903,WMF1,30,0,12/30/2020,473528,9,,0,,,,,,Generic Scissors (125mm) 
8/10/2018 21:17,529543,PR10206,WMF1,19,0,6/30/2020,8901030548437,36,,0,,,,,,Closeup Deep Action Toothpaste - Red Hot (40g)
8/10/2018 21:17,512884,PR10222,WMF1,20,0,12/30/2020,4902430679800,1,,0,,,,,,Oral B Shiny Clean Toothbrush - Medium
8/10/2018 21:17,528752,PR15534,WMF1,24,0,3/30/2020,8901138837655N,775,,0,,,,,,Himalaya Herbals (Rs. 3) Anti Hair Fall Shampoo (7.5ml) (1 SHEET x 8 Sachets)
8/10/2018 21:17,528751,PR15592,WMF1,24,0,11/30/2019,8901138837679N,3000,,0,,,,,,Himalaya Herbals (Rs. 3) Anti Dandruff Shampoo (7.5ml) (1 SHEET x 8 Sachets)
8/10/2018 21:17,528551,PR12953,WMF1,20,0,6/30/2021,8901860630432,10,,0,,,,,,Pidilite Fevicol MR Squeeze Bottle (50g)
8/10/2018 21:17,526261,PR13571,WMF1,25,0,12/30/2020,8901425000267,15,,0,,,,,,Camlin Cover It Correction Pen
8/10/2018 21:17,524736,PR14899,WMF1,28,0,12/30/2020,473519,5,,0,,,,,,Shekar Drawing Book - 60gsm (60 Pages)
8/10/2018 21:17,527066,PR14294,WMF1,25,0,12/30/2020,8901324401028,8,,0,,,,,,Nataraj Colored Pencil (12 Shades)
8/10/2018 21:17,528569,PR15510,WMF1,25,0,6/30/2021,8901324013559N,8,,0,,,,,,Nataraj (Rs. 5) Super X Ball Pen - Blue (1 PACKET X 5pcs)
8/10/2018 21:17,525794,PR14719,WMF1,25,0,12/30/2020,8901425001974,6,,0,,,,,,Camlin Sketch Pen (12 Shades)
8/10/2018 21:17,524410,PR15353,WMF1,20,0,1/30/2020,8901287100464,3,,0,,,,,,Mysore Sandal Natural Soap - Herbal Care (100g)
8/10/2018 21:17,527375,PR12896,WMF1,25,0,12/30/2020,8904075213414,6,,0,,,,,,Cello Correct X Correction Pen
8/10/2018 21:17,524297,PR15063,WMF1,20,0,1/30/2020,8908000498990,19,,0,,,,,,Aswini Hair Oil - Homeo Arnica (30ml)
8/10/2018 21:17,528399,PR11849,WMF1,32,0,5/30/2020,8901030669439,6,,0,,,,,,Dove (Rs. 2) Shampoo - Hair Fall Therapy (5ml) (1 SHEET X 16 Sachets)
8/10/2018 21:17,529715,PR10150,WMF1,20,0,3/30/2020,8901030675829HB,5040,,0,,,,,,Fair & Lovely Multivitamin Face Cream (15g)
8/10/2018 21:17,529503,PR13240,WMF1,25,0,6/30/2021,8902532045035,16,,0,,,,,,Rorito Fyro Ball Pen - Blue (1 PACKET x 5pcs)
8/10/2018 21:17,521830,PR14302,WMF1,95,0,0000-00-00,6981155290055,17,,0,,,,,,Generic Cute Candy Color Wall & Utility Hooks (3pcs)
8/10/2018 21:17,522380,PR10461,WMF1,20,0,8/30/2018,468990,10,,0,,,,,,Kissan (Rs. 2) Ketchup - Fresh Tomato (9g) (1 SHEET X 10 Sachets)
