created_on,stock_id,productId,WMF1,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
8/10/2018 21:17,517016,PR10373,WMF1,20,0,6/30/2018,8901030273643,200,,0,,,,,,Red Label (Rs. 5) Tea (14g) (1 SHEET x 4 Sachets)
8/10/2018 21:17,521383,PR10544,WMF1,320,0,8/30/2018,8901042954813,8,,0,,,,,,MTR (Rs. 32) Chilli Powder (100g) (1 SHEET x 10pcs) 
8/10/2018 21:17,517203,PR10544,WMF1,320,0,4/30/2018,8901042954813,16,,0,,,,,,MTR (Rs. 32) Chilli Powder (100g) (1 SHEET x 10pcs) 
8/10/2018 21:17,521385,PR10540,WMF1,320,0,8/30/2018,8901042954820,8,,0,,,,,,MTR (Rs. 32) Turmeric Powder (100g) (1 SHEET x 10pcs)
8/10/2018 21:17,517202,PR10540,WMF1,320,0,6/30/2018,8901042954820,10,,0,,,,,,MTR (Rs. 32) Turmeric Powder (100g) (1 SHEET x 10pcs)
8/10/2018 21:17,527096,PR13208,WMF1,240,0,4/30/2019,8901233028613,12,,0,,,,,,Dairy Milk (Rs. 5) Shots (9g) (1 BUNDLE x 48pcs)
8/10/2018 21:17,529771,PR13120,WMF1,80,0,1/30/2019,8901719703058,11,,0,,,,,,Parle (Rs. 10) Krack Jack Orginal Biscuit (75.6g) (1 BUNDLE x 8pcs) 
8/10/2018 21:17,529514,PR15568,WMF1,165,0,0000-00-00,8901233023502,11,,0,,,,,,Cadbury Eclairs (Re. 1) Candy (3.5g) (1 JAR x 165pcs)
8/10/2018 21:17,525971,PR14936,WMF1,7,0,12/30/2020,473638,4,,0,,,,,,Camlin Glitter Tube
8/10/2018 21:17,529529,PR10401,WMF1,5,0,10/30/2020,8901030656798,20,,0,,,,,,Lux (Rs. 5) Soap - Pink Mini (30g)
8/10/2018 21:17,527539,PR10152,WMF1,5,0,5/30/2021,8901030495120,127,,0,,,,,,Rin (Rs. 5) Detergent Bar - Blue (80g)
8/10/2018 21:17,529064,PR10152,WMF1,5,0,6/30/2021,8901030495120,23,,0,,,,,,Rin (Rs. 5) Detergent Bar - Blue (80g)
8/10/2018 21:17,528402,PR11048,WMF1,5,0,5/30/2020,27530,120,,0,,,,,,Lifebuoy Total Soap (35g)
8/10/2018 21:17,524738,PR14907,WMF1,7,0,12/30/2020,473521,17,,0,,,,,,Kangaro Stapler Pins No. 10 (1000 Staples)
8/10/2018 21:17,529617,PR10359,WMF1,6,0,6/30/2021,8901030601477,2319,,0,,,,,,Wheel (Rs. 6) Active Detergent Bar - Blue (120g)
8/10/2018 21:17,528189,PR11451,WMF1,6,0,5/30/2020,8901314308221,612,,0,,,,,,Colgate (Rs. 6) Dental Cream Strong Teeth Toothpaste (14g)
8/10/2018 21:17,528277,PR11451,WMF1,6,0,0000-00-00,8901314308221,1140,,0,,,,,,Colgate (Rs. 6) Dental Cream Strong Teeth Toothpaste (14g)
8/10/2018 21:17,525976,PR14935,WMF1,12,0,12/30/2020,473637,8,,0,,,,,,Generic (Rs. 12) Lipstick Eraser
8/10/2018 21:17,527746,PR15635,WMF1,10,0,4/30/2019,474116,159,,0,,,,,,Tata (Re. 1) Kanan Devan Dust Tea (3g) (1 SHEET x 10 Sachets)
8/10/2018 21:17,524741,PR14912,WMF1,10,0,0000-00-00,473524,6,,0,,,,,,Apsara Wax Crayon (12 Shades)
