created_on,stock_id,productId,WMF1,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
8/10/2018 21:17,521749,PR10409,WMF1,35,0,12/30/2020,8901288230153,12,,0,,,,,,Vicco Turmeric WSO Turmeric Skin Cream Ayurvedic Medicine (15g)
8/10/2018 21:17,528139,PR10429,WMF1,35,0,5/30/2021,8901248701105,728,,0,,,,,,ZANDU Balm (8ml)
8/10/2018 21:17,522867,PR11666,WMF1,40,0,12/30/2020,8904275300167,1,,0,,,,,,Reynolds (Rs. 4) 045 Pen Refill - Black (1 PACKET x 10pcs)
8/10/2018 21:17,526440,PR12947,WMF1,50,0,0000-00-00,8901324007862,6,,0,,,,,,Apsara (Rs. 4) Beauty Dark Pencil (1 BOX x 10pcs)
8/10/2018 21:17,521540,PR13497,WMF1,65,0,12/30/2020,471211,8,,0,,,,,,Natraj Mathematical Instruments Geometry Box
8/10/2018 21:17,525613,PR12844,WMF1,40,0,0000-00-00,8901324000221,10,,0,,,,,,Apsara Drawing Assorted Pencils (1 PACKET x 6pcs)
8/10/2018 21:17,528557,PR14749,WMF1,50,0,6/30/2021,8901324025361,10,,0,,,,,,Nataraj (Rs. 5) Fluro Rubbertip Pencil (1 PACKET x 10pcs)
8/10/2018 21:17,526284,PR12888,WMF1,40,0,12/30/2020,8901324007879,12,,0,,,,,,Apsara (Rs. 4) Gold HB Pencil (1 BOX x 10pcs)
8/10/2018 21:17,529520,PR12862,WMF1,50,0,12/30/2020,8901324014570,24,,0,,,,,,Apsara (Rs. 5) Triga Extra Dark Pencil (1 BOX x 10pcs)
8/10/2018 21:17,529504,PR15477,WMF1,50,0,0000-00-00,8906010086367,355,,0,,,,,,VI-John Shaving Foam (50g)
8/10/2018 21:17,519977,PR11815,WMF1,45,0,12/30/2020,8901238310300,2,,0,,,,,,Kangaro Staple Remover (SR-100)
8/10/2018 21:17,519974,PR12901,WMF1,60,0,12/30/2020,1258654257593,2,,0,,,,,,Generic Self Sticky Notes Yellow (3 x 4 Inches)
8/10/2018 21:17,529112,PR10385,WMF1,35,0,3/30/2021,8901803001541,4,,0,,,,,,Amrutanjan Pain Balm - Yellow (9ml)
