created_on,stock_id,productId,WMF1,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
8/10/2018 21:17,528290,PR15162,WMF1,60,0,12/30/2020,8901396183402,21,,0,,,,,,Harpic Hygenic Bathroom Cleaner - Citrus (26g)
8/10/2018 21:17,528327,PR10177,WMF1,64,0,5/30/2020,8901030638107,18,,0,,,,,,Ponds White Beauty Spotless Fairness Cream (25g)
8/10/2018 21:17,528877,PR10177,WMF1,64,0,4/30/2020,8901030665011,15,,0,,,,,,Ponds White Beauty Spotless Fairness Cream (25g)
8/10/2018 21:17,529613,PR10969,WMF1,65,0,6/30/2019,8901030409578,100,,0,,,,,,3 Roses Natural Care Tea Carton (100g)
8/10/2018 21:17,521824,PR14321,WMF1,199,0,0000-00-00,589238579163,26,,0,,,,,,Generic Towel Rack Hanging Holder Organizer Bathroom Kitchen Cabinet Cupboard Hanger (Set of 2) (Assorted Colors)
8/10/2018 21:17,528942,PR10936,WMF1,62,0,4/30/2020,8901314010322,1,,0,,,,,,Colgate Dental Cream Toothpaste (150g)
8/10/2018 21:17,523709,PR11877,WMF1,60,0,12/30/2020,8901030690495,1,,0,,,,,,Surf Excel (Rs. 10) Quick Wash Detergent Powder (60g) (1 SHEET x 6 Sachets)
8/10/2018 21:17,528889,PR11877,WMF1,60,0,12/30/2021,8901030700071,25,,0,,,,,,Surf Excel (Rs. 10) Quick Wash Detergent Powder (60g) (1 SHEET x 6 Sachets)
8/10/2018 21:17,528758,PR10345,WMF1,66,0,0000-00-00,8901012114025,6,,0,,,,,,Johnsons Baby Cream (50g)
8/10/2018 21:17,528063,PR15595,WMF1,62,0,1/30/2020,8901248121071,2,,0,,,,,,Himani Navartna Cool Talcum Powder - Mint Fresh (100g)
8/10/2018 21:17,528318,PR10961,WMF1,70,0,0000-00-00,8901138819675,12,,0,,,,,,Himalaya Herbals Fairness Face Wash - Kesar (50ml)
8/10/2018 21:17,523327,PR11908,WMF1,140,0,12/30/2020,470290,2,,0,,,,,,Generic Paper Clip (26mm) (Pack of 10)
8/10/2018 21:17,525521,PR14915,WMF1,80,0,0000-00-00,8901860512127,1,,0,,,,,,Pidilite Fevicryl Acrylic Colors Lilac Kit (6 Shades) (60ml)
8/10/2018 21:17,521825,PR14329,WMF1,199,0,0000-00-00,1009853225720,45,,0,,,,,,Generic Rice Strainer Basket Fruit Vegetables Wash Basket - Big (Assorted Colours)
8/10/2018 21:17,526351,PR13496,WMF1,100,0,12/30/2020,8904060338580,17,,0,,,,,,Cello (Rs. 5) Joystick Ballpoint Pen - Blue (1 PACKET x 20pcs)
