created_on,stock_id,productId,WMF1,mrp,cost,shelfLife,barcode,quantity,offer,purchasePrice,serialNo,location,area,rackId,binId,product_name
8/10/2018 21:17,527572,PR12924,WMF1,60,0,12/30/2020,8907234501636BLACK,4,,0,,,,,,Cello (Rs. 6) Deco Gel Pen - Black (1 PACKET x 10pcs)
8/10/2018 21:17,527573,PR12909,WMF1,60,0,12/30/2020,8907234501636,8,,0,,,,,,Cello (Rs. 6) Deco Gel Pen - Blue (1 PACKET x 10pcs)
8/10/2018 21:17,524566,PR13491,WMF1,50,0,12/30/2020,8908000034402,10,,0,,,,,,Doms (Rs. 5) Zoom Triangle Pencil (1 PACKET x 10pcs)
8/10/2018 21:17,527569,PR13491,WMF1,50,0,6/30/2021,8908000034402,2,,0,,,,,,Doms (Rs. 5) Zoom Triangle Pencil (1 PACKET x 10pcs)
8/10/2018 21:17,523644,PR13246,WMF1,50,0,12/30/2020,8902532045363,43,,0,,,,,,Rorito (Rs. 10) Flymax Gel Pen - Blue (1 PACKET x 5pcs)
8/10/2018 21:17,525463,PR13246,WMF1,50,0,12/30/2020,8902532045356,11,,0,,,,,,Rorito (Rs. 10) Flymax Gel Pen - Blue (1 PACKET x 5pcs)
8/10/2018 21:17,526647,PR15193,WMF1,50,0,4/30/2019,8906065458171,1,,0,,,,,,Gone Mad Gang of Five Premium Choco Stick - Coffee (100g) (1 BUNDLE X 5pcs)
8/10/2018 21:17,526645,PR15199,WMF1,50,0,4/30/2019,8906065458218,15,,0,,,,,,Gone Mad Gang of Five Premium Choco Stick - Badam (100g) (1 BUNDLE X 5pcs)
8/10/2018 21:17,526649,PR15194,WMF1,50,0,4/30/2019,8906065458225,25,,0,,,,,,Gone Mad Gang of Five Premium Choco Stick - Dark Chocolate (100g) (1 BUNDLE X 5pcs)
8/10/2018 21:17,528865,PR10261,WMF1,38,0,0000-00-00,8901088076104,1,,0,,,,,,Parachute Advansed Hair Oil - Jasmine (90ml)
8/10/2018 21:17,523875,PR11638,WMF1,60,0,12/30/2020,469695,7,,0,,,,,,Supreme Stamp Pad  - Big (Violet)
8/10/2018 21:17,518270,PR11001,WMF1,43,0,7/30/2019,8901012118108,25,,0,,,,,,Johnsons Baby Hair Oil (60ml)
8/10/2018 21:17,529470,PR11470,WMF1,48,0,11/30/2019,4902430716109,5,,0,,,,,,Pantene (Rs. 3) Shampoo - Total Damage Care  (7ml) (1 SHEET X 16 Sachets)
8/10/2018 21:17,527062,PR11826,WMF1,60,0,12/30/2020,8901324001013Y,8,,0,,,,,,Apsara (Rs. 6) Glass Marking Pencil - Yellow (1 BOX x 10pcs)
8/10/2018 21:17,526174,PR11827,WMF1,60,0,12/30/2020,8901324001013,5,,0,,,,,,Apsara (Rs. 6) Glass Marking Pencil - White (1 BOX x 10pcs)
8/10/2018 21:17,528554,PR11827,WMF1,60,0,6/30/2021,8901324001013,5,,0,,,,,,Apsara (Rs. 6) Glass Marking Pencil - White (1 BOX x 10pcs)
8/10/2018 21:17,528316,PR10464,WMF1,48,0,0000-00-00,8901138836092,6,,0,,,,,,Himalaya Herbals Toothpaste - Complete Care (80g)
8/10/2018 21:17,528781,PR15367,WMF1,45,0,6/30/2021,8901030670190,141,,0,,,,,,Vim Dishwash Bar - Lemon Tub Pack (500g)
8/10/2018 21:17,529172,PR15471,WMF1,55,0,12/30/2021,8902635515657,7,,0,,,,,,Kores Dustless Chalk - White (1 PACKET X 144pcs) 
8/10/2018 21:17,519492,PR12899,WMF1,70,0,0000-00-00,8904075221761,3,,0,,,,,,Cello (Rs. 7) Smarty Mechanical Pencil (0.7mm) (1 PACKET x 10pcs)
8/10/2018 21:17,524952,PR10323,WMF1,60,0,1/30/2021,8901138825898,3,,0,,,,,,Himalaya Herbals Nourishing Baby Soap - Honey & Milk (125g)
8/10/2018 21:17,514313,PR10323,WMF1,65,0,1/30/2020,8901138825898,2,,0,,,,,,Himalaya Herbals Nourishing Baby Soap - Honey & Milk (125g)
8/10/2018 21:17,527752,PR15636,WMF1,50,0,5/30/2019,8901052000937,47,,0,,,,,,Tata (Rs. 10) Gold Tea Poly Pack (22g) (1 SHEET x 5 Sachets)
8/10/2018 21:17,526515,PR14761,WMF1,55,0,12/30/2020,8901425036945,3,,0,,,,,,Camlin Oil Pastel (15 Shades) With Free 1 Drawing Pencil
8/10/2018 21:17,526262,PR14908,WMF1,55,0,12/30/2020,8901425044575S,4,,0,,,,,,Camlin Water Colour Cakes (12 Shades)
8/10/2018 21:17,529472,PR10250,WMF1,54,0,6/30/2022,8901358702184,2,,0,,,,,,Gillette Shave Brush
8/10/2018 21:17,524568,PR12721,WMF1,76,0,12/30/2020,470525,3,,0,,,,,,Generic 1 Inches Clear Tape (24mm x 30m) (1 PACKET x 6pcs)
8/10/2018 21:17,529415,PR10431,WMF1,44,0,11/30/2020,8901030320156,147,,0,,,,,,Hamam Soap - Neem (150g)
8/10/2018 21:17,528190,PR10233,WMF1,46,0,5/30/2020,8901314309341,141,,0,,,,,,Colgate Dental Cream Strong Teeth Toothpaste (100g)
8/10/2018 21:17,529538,PR15065,WMF1,45,0,5/30/2021,8901030391156,64,,0,,,,,,Vim Dishwash Gel - Lemon (250ml)
8/10/2018 21:17,529336,PR15130,WMF1,60,0,11/30/2019,8901030674587,22,,0,,,,,,Indulekha (Rs. 5) Bringha Hair Cleanser (7ml) (1 SHEET X 12 Sachets)
8/10/2018 21:17,521948,PR11926,WMF1,52,0,6/30/2020,8901361302951,1,,0,,,,,,3M Post-it Prompts - 4 Colors (0.75 X 3 Inches) (200 Sheets)
